Time CPU_mW GPU_mW Total_mW
13510 3982 0 3982
13520 2343 0 2343
13530 3874 0 3874
13540 3085 0 3085
13550 3948 0 3948
13560 3638 0 3638
13570 2712 0 2712
13580 3639 0 3639
13590 6803 0 6803
13600 7999 0 7999
13610 8408 0 8408
13620 9436 0 9436
13630 6227 0 6227
13640 4391 0 4391
13650 4869 0 4869
13660 3735 0 3735
13670 3501 0 3501
13680 7839 0 7839
13690 6818 116 6934
13700 7126 139 7265
13710 6667 0 6667
13720 8979 0 8979
13730 8211 0 8211
13740 8066 0 8066
13750 6513 0 6513
13760 4256 0 4256
13770 8378 0 8378
13780 7980 0 7980
13790 6175 0 6175
13800 7828 0 7828
13810 7535 0 7535
13820 8958 0 8958
13830 10643 0 10643
13840 8553 272 8825
13850 7831 321 8152
13860 6605 0 6605
13870 8514 0 8514
13880 10090 0 10090
13890 11048 95 11143
13900 11154 0 11154
13910 11208 0 11208
13920 9111 0 9111
13930 10376 0 10376
13940 8242 0 8242
13950 9219 0 9219
13960 8742 0 8742
13970 5788 0 5788
13980 6107 0 6107
13990 5502 0 5502
14000 4965 0 4965
14010 5623 0 5623
14020 4890 0 4890
14030 5011 0 5011
14040 4773 0 4773
14050 6233 0 6233
14060 6511 0 6511
14070 7075 0 7075
14080 5880 0 5880
14090 5462 0 5462
14100 4437 0 4437
14110 6004 0 6004
14120 6096 0 6096
14130 5696 0 5696
14140 7592 0 7592
14150 5915 0 5915
14160 6303 0 6303
14170 5999 0 5999
14180 4870 0 4870
14190 6987 0 6987
14200 7184 0 7184
14210 6187 0 6187
14220 7019 0 7019
14230 5200 0 5200
14240 7255 0 7255
14250 7244 57 7301
14260 2765 307 3072
14270 5362 0 5362
14280 6780 0 6780
14290 5465 381 5846
14300 8770 0 8770
14310 6422 0 6422
14320 8625 0 8625
14330 6963 0 6963
14340 5544 0 5544
14350 6798 0 6798
14360 7325 0 7325
14370 10420 0 10420
14380 8975 0 8975
14390 8480 0 8480
14400 9046 0 9046
14410 7056 0 7056
14420 7532 0 7532
14430 6056 0 6056
14440 5613 0 5613
14450 8495 0 8495
14460 7699 0 7699
14470 7602 277 7879
14480 7053 0 7053
14490 5372 0 5372
14500 6654 0 6654
14510 4916 0 4916
14520 4964 0 4964
14530 5748 0 5748
14540 5725 0 5725
14550 6468 0 6468
14560 8561 0 8561
14570 9884 0 9884
14580 8672 0 8672
14590 7555 0 7555
14600 5666 0 5666
14610 6280 0 6280
14620 7183 0 7183
14630 7011 0 7011
14640 7300 0 7300
14650 7258 0 7258
14660 8348 0 8348
14670 8445 0 8445
14680 9865 0 9865
14690 9000 0 9000
14700 9260 0 9260
14710 10564 0 10564
14720 11341 0 11341
14730 10379 0 10379
14740 12444 0 12444
14750 12092 0 12092
14760 12109 68 12177
14770 13506 132 13639
14780 12131 348 12480
14790 11654 1097 12752
14800 11867 61 11928
14810 11663 105 11768
14820 12118 113 12231
14830 12722 180 12902
14840 11582 0 11582
14850 11465 59 11524
14860 12227 199 12425
14870 12717 0 12717
14880 12999 0 12999
14890 13243 260 13503
14900 13096 107 13204
14910 13620 0 13620
14920 13184 117 13300
14930 14716 0 14716
14940 13469 0 13469
14950 13017 0 13017
14960 12410 0 12410
14970 12962 62 13024
14980 13745 0 13745
14990 13424 0 13424
15000 13958 0 13958
15010 13879 0 13879
15020 12479 0 12479
15030 13025 66 13091
15040 11532 0 11532
15050 12036 60 12096
15060 11519 202 11722
15070 10649 0 10649
15080 13855 57 13913
15090 13446 0 13446
15100 14701 116 14817
15110 12837 0 12837
15120 13939 0 13939
15130 12043 0 12043
15140 13045 0 13045
15150 9587 0 9587
15160 13545 0 13545
15170 13256 65 13321
15180 11612 0 11612
15190 9411 180 9591
15200 12527 63 12590
15210 11370 59 11429
15220 10498 0 10498
15230 14357 61 14417
15240 12858 154 13012
15250 10005 150 10155
15260 10218 0 10218
15270 9898 0 9898
15280 11334 60 11394
15290 14999 65 15063
15300 10169 0 10169
15310 15752 58 15809
15320 12362 58 12419
15330 15977 0 15977
15340 14651 0 14651
15350 13151 0 13151
15360 13318 0 13318
15370 8075 0 8075
15380 9297 0 9297
15390 12584 0 12584
15400 10111 0 10111
15410 9956 271 10227
15420 11047 0 11047
15430 9827 0 9827
15440 12087 50 12137
15450 9553 0 9553
15460 10292 0 10292
15470 9070 28 9098
15480 7815 51 7866
15490 6100 0 6100
15500 7072 122 7194
15510 7982 0 7982
15520 7315 0 7315
15530 8347 0 8347
15540 11006 48 11054
15550 7556 0 7556
15560 8430 34 8464
15570 10907 101 11007
15580 11496 0 11496
15590 11207 101 11308
15600 11384 173 11557
15610 8341 0 8341
15620 9489 0 9489
15630 10007 0 10007
15640 10553 151 10704
15650 8707 0 8707
15660 7039 131 7170
15670 7038 48 7086
15680 8959 195 9154
15690 10487 51 10538
15700 11572 298 11871
15710 11914 168 12081
15720 11273 0 11273
15730 12317 0 12317
15740 11281 152 11434
15750 12400 175 12574
15760 11911 0 11911
15770 11285 59 11344
15780 11475 59 11534
15790 9827 56 9883
15800 7576 0 7576
15810 6989 0 6989
15820 7497 0 7497
15830 10522 0 10522
15840 7344 0 7344
15850 9044 0 9044
15860 9034 0 9034
15870 8623 0 8623
15880 9560 0 9560
15890 8280 0 8280
15900 9438 0 9438
15910 9110 0 9110
15920 8055 0 8055
15930 9022 0 9022
15940 8568 0 8568
15950 8964 0 8964
15960 8697 0 8697
15970 7521 0 7521
15980 6321 0 6321
15990 6234 0 6234
16000 7387 0 7387
16010 7546 58 7605
16020 6953 0 6953
16030 5934 0 5934
16040 6205 0 6205
16050 7894 0 7894
16060 6847 55 6902
16070 7561 0 7561
16080 8013 0 8013
16090 7527 0 7527
16100 8563 0 8563
16110 9750 0 9750
16120 10672 0 10672
16130 7562 0 7562
16140 6587 0 6587
16150 13315 0 13315
16160 5785 0 5785
16170 11119 0 11119
16180 10852 0 10852
16190 10998 0 10998
16200 9686 205 9891
16210 9029 57 9085
16220 11149 175 11324
16230 11020 0 11020
16240 6398 0 6398
16250 5217 0 5217
16260 5537 0 5537
16270 8968 0 8968
16280 7977 0 7977
16290 10137 0 10137
16300 8818 0 8818
16310 8554 0 8554
16320 10030 0 10030
16330 9447 0 9447
16340 9285 0 9285
16350 10197 0 10197
16360 8945 0 8945
16370 10119 0 10119
16380 9926 0 9926
16390 8614 0 8614
16400 7900 0 7900
16410 9316 0 9316
16420 9086 0 9086
16430 8234 0 8234
16440 9465 0 9465
16450 8743 0 8743
16460 8621 0 8621
16470 8789 0 8789
16480 8881 0 8881
16490 8274 0 8274
16500 8491 0 8491
16510 8162 0 8162
16520 8834 0 8834
16530 8419 0 8419
16540 10150 0 10150
16550 6817 0 6817
16560 8908 0 8908
16570 8875 0 8875
16580 9228 0 9228
16590 10367 0 10367
16600 8756 0 8756
16610 8893 0 8893
16620 10776 0 10776
16630 10896 0 10896
16640 9827 0 9827
16650 13399 0 13399
16660 11569 0 11569
16670 11346 0 11346
16680 12650 158 12808
16690 10174 0 10174
16700 10320 0 10320
16710 13570 0 13570
16720 12017 0 12017
16730 12321 0 12321
16740 12325 120 12445
16750 10257 224 10481
16760 10850 0 10850
16770 11698 0 11698
16780 9652 0 9652
16790 11662 0 11662
16800 9262 0 9262
16810 10034 0 10034
16820 10876 0 10876
16830 9704 0 9704
16840 10996 0 10996
16850 11691 0 11691
16860 9676 0 9676
16870 8956 0 8956
16880 8910 0 8910
16890 8046 0 8046
16900 9473 0 9473
16910 12076 237 12312
16920 9924 0 9924
16930 10249 0 10249
16940 9223 0 9223
16950 10664 52 10716
16960 8655 170 8825
16970 10256 0 10256
16980 12354 0 12354
16990 9091 0 9091
17000 8390 0 8390
17010 5299 0 5299
17020 5461 0 5461
17030 8026 0 8026
17040 8102 0 8102
17050 10724 0 10724
17060 9608 0 9608
17070 6538 0 6538
17080 7347 0 7347
17090 8495 0 8495
17100 9631 0 9631
17110 6916 0 6916
17120 8497 0 8497
17130 8585 0 8585
17140 9517 0 9517
17150 9056 0 9056
17160 10307 154 10461
17170 9073 0 9073
17180 8107 0 8107
17190 4331 0 4331
17200 5564 0 5564
17210 7439 0 7439
17220 8104 0 8104
17230 7000 0 7000
17240 8128 0 8128
17250 7461 0 7461
17260 7151 0 7151
17270 8738 0 8738
17280 8891 0 8891
17290 9471 0 9471
17300 8982 0 8982
17310 6398 0 6398
17320 7508 0 7508
17330 7854 0 7854
17340 8661 0 8661
17350 9654 0 9654
17360 9731 0 9731
17370 9697 0 9697
17380 10078 0 10078
17390 7977 0 7977
17400 8750 0 8750
17410 7851 0 7851
17420 9848 0 9848
17430 10235 0 10235
17440 10735 0 10735
17450 9737 0 9737
17460 9077 117 9194
17470 9276 0 9276
17480 8639 0 8639
17490 8439 0 8439
17500 10460 223 10683
17510 8794 0 8794
17520 7268 0 7268
17530 8946 63 9009
17540 10067 61 10128
17550 9385 0 9385
17560 8238 0 8238
17570 7706 210 7916
17580 8534 106 8640
17590 9765 104 9869
17600 5624 54 5678
17610 7009 0 7009
17620 7686 0 7686
17630 8787 0 8787
17640 8774 125 8900
17650 9463 159 9621
17660 8410 0 8410
17670 10241 0 10241
17680 9679 186 9866
17690 10269 0 10269
17700 8933 0 8933
17710 9980 0 9980
17720 9792 0 9792
17730 9215 0 9215
17740 10662 0 10662
17750 9588 0 9588
17760 8827 113 8941
17770 8853 0 8853
17780 11167 0 11167
17790 7855 0 7855
17800 10278 124 10402
17810 11884 0 11884
17820 11685 0 11685
17830 9269 54 9323
17840 10957 59 11017
17850 11396 0 11396
17860 13178 199 13376
17870 12047 167 12214
17880 11032 97 11130
17890 11491 58 11549
17900 10504 0 10504
17910 11932 133 12065
17920 11423 0 11423
17930 9237 0 9237
17940 7534 0 7534
17950 9726 0 9726
17960 7096 0 7096
17970 8935 0 8935
17980 11252 0 11252
17990 11128 0 11128
18000 10495 159 10654
18010 10791 0 10791
18020 11790 0 11790
18030 9871 54 9925
18040 9788 222 10010
18050 11264 262 11526
18060 9313 0 9313
18070 12141 126 12267
18080 11757 0 11757
18090 11366 0 11366
18100 11869 196 12064
18110 12147 0 12147
18120 11058 278 11336
18130 12207 126 12333
18140 10542 64 10605
18150 11909 63 11972
18160 9619 174 9793
18170 11993 0 11993
18180 11169 60 11229
18190 11379 127 11506
18200 12598 0 12598
18210 12333 0 12333
18220 10870 62 10932
18230 11366 0 11366
18240 12476 57 12534
18250 11495 0 11495
18260 10666 0 10666
18270 11817 0 11817
18280 11194 0 11194
18290 11823 182 12005
18300 11908 98 12005
18310 10383 171 10554
18320 11228 184 11412
18330 12088 0 12088
18340 9463 159 9622
18350 10908 160 11068
18360 8644 0 8644
18370 9149 0 9149
18380 12747 0 12747
18390 10711 52 10763
18400 10007 58 10065
18410 9355 119 9474
18420 5197 0 5197
18430 4004 0 4004
18440 5626 0 5626
18450 4950 0 4950
18460 4919 148 5066
18470 8524 0 8524
18480 7826 0 7826
18490 6366 0 6366
18500 6626 0 6626
18510 7602 0 7602
18520 9086 0 9086
18530 8296 0 8296
18540 9445 0 9445
18550 8880 0 8880
18560 5894 0 5894
18570 9668 59 9728
18580 8986 0 8986
18590 9048 0 9048
18600 4698 0 4698
18610 2842 0 2842
18620 5942 0 5942
18630 5606 0 5606
18640 3856 397 4253
18650 2729 0 2729
18660 2623 0 2623
18670 2214 0 2214
18680 3257 0 3257
18690 2626 0 2626
18700 2310 0 2310
18710 2605 102 2707
18720 3484 0 3484
18730 2351 0 2351
18740 2959 0 2959
18750 2500 0 2500
18760 2085 0 2085
18770 2053 0 2053
18780 2033 52 2085
18790 1286 0 1286
18800 1360 0 1360
18810 1344 0 1344
18820 1916 0 1916
18830 1504 0 1504
18840 1985 0 1985
18850 1537 0 1537
18860 1261 0 1261
18870 1553 0 1553
18880 1432 110 1542
18890 1423 0 1423
18900 1640 226 1866
18910 1865 0 1865
18920 1442 0 1442
18930 1906 56 1962
18940 1339 0 1339
18950 1583 0 1583
18960 1727 96 1822
18970 1293 0 1293
18980 1593 0 1593
18990 1189 0 1189
19000 1418 0 1418
19010 1377 0 1377
19020 1387 0 1387
19030 1062 0 1062
19040 1295 0 1295
19050 1322 0 1322
19060 721 0 721
19070 1210 0 1210
19080 1091 0 1091
19090 1175 0 1175
19100 1014 0 1014
19110 1117 0 1117
19120 1010 0 1010
19130 1015 0 1015
19140 1784 0 1784
19150 1359 0 1359
19160 1318 53 1371
19170 1079 0 1079
19180 1150 0 1150
19190 1337 53 1391
19200 1200 0 1200
19210 1160 0 1160
19220 1356 0 1356
19230 1610 0 1610
19240 1804 98 1901
19250 1386 0 1386
19260 1700 0 1700
19270 1322 0 1322
19280 2128 0 2128
19290 2039 44 2084
19300 1935 0 1935
19310 2018 0 2018
19320 1638 0 1638
19330 2543 0 2543
19340 2209 0 2209
19350 1246 0 1246
19360 1201 0 1201
19370 1123 0 1123
19380 1683 0 1683
19390 1456 0 1456
19400 1063 0 1063
19410 1587 50 1636
19420 1749 0 1749
19430 1667 196 1863
19440 1631 0 1631
19450 2115 0 2115
19460 1833 45 1878
19470 1918 0 1918
19480 1717 0 1717
19490 1865 219 2084
19500 1545 0 1545
19510 1275 0 1275
19520 1250 0 1250
19530 1368 0 1368
19540 986 0 986
19550 1127 0 1127
19560 1289 0 1289
19570 1056 0 1056
19580 1119 0 1119
19590 1475 0 1475
19600 1198 0 1198
19610 944 0 944
19620 951 0 951
19630 951 0 951
19640 1117 0 1117
19650 1386 0 1386
19660 1508 0 1508
19670 1781 0 1781
19680 2052 54 2106
19690 2366 0 2366
19700 1886 0 1886
19710 1637 0 1637
19720 2207 0 2207
19730 2315 0 2315
19740 1572 0 1572
19750 1303 0 1303
19760 2209 173 2382
19770 2705 0 2705
19780 1768 0 1768
19790 2773 0 2773
19800 4219 50 4269
19810 4037 0 4037
19820 4515 0 4515
19830 6066 0 6066
19840 7475 0 7475
19850 11932 0 11932
19860 11971 0 11971
19870 12698 0 12698
19880 13128 0 13128
19890 11370 0 11370
19900 13115 0 13115
19910 12911 0 12911
19920 13414 0 13414
19930 12550 0 12550
19940 11920 0 11920
19950 12714 0 12714
19960 11957 58 12015
19970 9793 0 9793
19980 8958 0 8958
19990 9969 0 9969
20000 8211 0 8211
20010 10439 0 10439
20020 9792 0 9792
20030 9373 0 9373
20040 8204 57 8261
20050 11674 0 11674
20060 12003 0 12003
20070 10929 114 11043
20080 12042 0 12042
20090 11542 176 11718
20100 12636 63 12699
20110 9280 124 9404
20120 7769 173 7942
20130 7211 0 7211
20140 7545 0 7545
20150 7105 0 7105
20160 10745 0 10745
20170 10598 0 10598
20180 12128 0 12128
20190 11325 0 11325
20200 11914 0 11914
20210 9038 0 9038
20220 10082 0 10082
20230 6899 0 6899
20240 8235 62 8297
20250 8012 0 8012
20260 6016 0 6016
20270 8818 0 8818
20280 6833 0 6833
20290 6143 0 6143
20300 6826 0 6826
20310 10856 0 10856
20320 10694 0 10694
20330 4355 0 4355
20340 3600 0 3600
20350 5203 0 5203
20360 6292 0 6292
20370 5663 0 5663
20380 6209 0 6209
20390 6385 116 6501
20400 5002 0 5002
20410 2866 0 2866
20420 5544 329 5874
20430 4254 148 4403
20440 4100 171 4271
20450 2141 56 2198
20460 1656 50 1706
20470 1805 55 1860
20480 1479 0 1479
20490 1974 56 2031
20500 1488 53 1541
20510 1336 56 1392
20520 1318 0 1318
20530 1098 52 1151
20540 1464 0 1464
20550 1521 0 1521
20560 1144 0 1144
20570 1494 0 1494
20580 1579 0 1579
20590 1598 0 1598
20600 1169 0 1169
20610 1825 0 1825
20620 1176 0 1176
20630 1567 0 1567
20640 1472 0 1472
20650 1393 0 1393
20660 1265 0 1265
20670 1355 0 1355
20680 1395 0 1395
20690 1116 0 1116
20700 1233 0 1233
20710 1141 0 1141
20720 1188 0 1188
20730 1188 0 1188
20740 1160 0 1160
20750 1196 0 1196
20760 1601 0 1601
20770 1190 0 1190
20780 1389 0 1389
20790 1049 0 1049
20800 1098 0 1098
20810 1445 103 1549
20820 1573 0 1573
20830 1788 153 1942
20840 1512 52 1564
20850 1733 0 1733
20860 1481 0 1481
20870 2023 0 2023
20880 2165 0 2165
20890 2805 0 2805
20900 1691 0 1691
20910 2061 0 2061
20920 2280 0 2280
20930 1359 0 1359
20940 1512 0 1512
20950 1322 0 1322
20960 1881 0 1881
20970 1889 0 1889
20980 1801 0 1801
20990 2072 49 2122
21000 1512 0 1512
21010 1782 378 2160
21020 2748 0 2748
21030 3000 0 3000
21040 2471 0 2471
21050 2640 0 2640
21060 1479 0 1479
21070 1503 0 1503
21080 1523 0 1523
21090 1727 0 1727
21100 1682 0 1682
21110 1560 46 1606
21120 1406 0 1406
21130 1502 0 1502
21140 2353 0 2353
21150 2402 0 2402
21160 2967 0 2967
21170 3361 0 3361
21180 5168 0 5168
21190 4348 57 4405
21200 2299 0 2299
21210 1490 0 1490
21220 1314 0 1314
21230 1211 0 1211
21240 1064 0 1064
21250 1342 0 1342
21260 2263 0 2263
21270 1577 0 1577
21280 1118 0 1118
21290 1117 0 1117
21300 1916 0 1916
21310 1947 0 1947
21320 1402 0 1402
21330 1935 55 1990
21340 1690 0 1690
21350 1414 0 1414
21360 3014 0 3014
21370 1395 56 1451
21380 2738 0 2738
21390 1071 0 1071
21400 1185 0 1185
21410 2868 169 3037
21420 3077 0 3077
21430 3012 0 3012
21440 4915 0 4915
21450 6607 0 6607
21460 5628 0 5628
21470 7265 0 7265
21480 4940 0 4940
21490 7704 0 7704
21500 6025 0 6025
21510 8305 0 8305
21520 5919 0 5919
21530 7291 0 7291
21540 7495 0 7495
21550 9417 0 9417
21560 10885 0 10885
21570 8855 0 8855
21580 7343 0 7343
21590 7891 493 8385
21600 6591 0 6591
21610 6993 61 7054
21620 7124 51 7175
21630 5948 57 6005
21640 3895 62 3957
21650 2833 52 2884
21660 2929 0 2929
21670 3054 0 3054
21680 2585 0 2585
21690 3796 0 3796
21700 5144 55 5200
21710 5906 0 5906
21720 9771 52 9823
21730 6150 0 6150
21740 5251 61 5312
21750 6749 0 6749
21760 6133 61 6194
21770 5581 58 5639
21780 7080 111 7191
21790 5840 278 6118
21800 6645 523 7169
21810 6749 173 6922
21820 3935 55 3989
21830 2344 57 2401
21840 1582 226 1808
21850 1421 0 1421
21860 1502 0 1502
21870 1351 104 1455
21880 1652 0 1652
21890 1228 0 1228
21900 1222 0 1222
21910 1089 0 1089
21920 1260 0 1260
21930 1555 0 1555
21940 1361 0 1361
21950 1521 0 1521
21960 1601 0 1601
21970 2369 0 2369
21980 2031 0 2031
21990 1504 54 1558
22000 901 0 901
22010 1238 0 1238
22020 1426 0 1426
22030 2269 0 2269
22040 2177 0 2177
22050 3313 0 3313
22060 2085 0 2085
22070 1592 0 1592
22080 4060 427 4488
22090 4628 0 4628
22100 5587 58 5645
22110 5441 115 5555
22120 6266 60 6327
22130 5334 0 5334
22140 5138 57 5195
22150 7011 60 7071
22160 5706 197 5903
22170 5245 119 5364
22180 5074 113 5187
22190 5035 217 5252
22200 5792 122 5914
22210 4615 60 4675
22220 1510 0 1510
22230 1396 0 1396
22240 1452 0 1452
22250 1401 0 1401
22260 1779 0 1779
22270 1948 428 2376
22280 2606 222 2828
22290 1800 0 1800
22300 2092 55 2147
22310 1792 0 1792
22320 1948 54 2002
22330 1672 0 1672
22340 1601 150 1752
22350 1580 102 1682
22360 1364 0 1364
22370 1428 0 1428
22380 1268 0 1268
22390 1395 0 1395
22400 1603 0 1603
22410 1390 51 1441
22420 1393 50 1443
22430 1372 0 1372
22440 1487 53 1540
22450 1360 0 1360
22460 1454 52 1506
22470 1438 0 1438
22480 1241 0 1241
22490 1287 0 1287
22500 1001 0 1001
22510 1313 0 1313
22520 1026 51 1077
22530 1231 51 1282
22540 1225 0 1225
22550 1149 0 1149
22560 1319 0 1319
22570 1749 51 1801
22580 1866 50 1917
22590 1527 53 1580
22600 1506 0 1506
22610 2668 0 2668
22620 4664 123 4787
22630 4152 55 4207
22640 3595 0 3595
22650 4312 0 4312
22660 4183 0 4183
22670 5413 0 5413
22680 5561 60 5621
22690 5504 0 5504
22700 5892 0 5892
22710 5576 0 5576
22720 7654 173 7826
22730 9031 332 9364
22740 9227 57 9284
22750 7612 50 7662
22760 7769 0 7769
22770 8070 0 8070
22780 6578 0 6578
22790 5916 58 5974
22800 3966 56 4022
22810 5832 0 5832
22820 9713 0 9713
22830 11692 0 11692
22840 9345 0 9345
22850 9182 0 9182
22860 8338 0 8338
22870 5496 0 5496
22880 6659 0 6659
22890 7326 0 7326
22900 6058 0 6058
22910 6911 0 6911
22920 7523 0 7523
22930 6894 0 6894
22940 7958 0 7958
22950 6815 0 6815
22960 6155 60 6215
22970 4663 0 4663
22980 4684 0 4684
22990 4891 0 4891
23000 4955 0 4955
23010 4364 0 4364
23020 4911 0 4911
23030 5556 54 5610
23040 2944 750 3694
23050 3434 0 3434
23060 3820 733 4552
23070 7068 720 7788
23080 4923 1216 6139
23090 5366 542 5908
23100 4272 0 4272
23110 5130 620 5750
23120 4676 0 4676
23130 5333 359 5692
23140 4547 0 4547
23150 6405 718 7122
23160 4908 551 5460
23170 3119 720 3839
23180 2955 558 3513
23190 2819 480 3298
23200 3004 382 3386
23210 3022 493 3515
23220 4055 424 4479
23230 3921 794 4715
23240 2895 463 3358
23250 2929 469 3398
23260 2549 453 3002
23270 2999 428 3427
23280 3302 457 3759
23290 3668 0 3668
23300 2552 436 2988
23310 1540 0 1540
23320 2328 658 2986
23330 1064 97 1161
23340 1181 0 1181
23350 1304 0 1304
23360 1348 0 1348
23370 1289 0 1289
23380 1665 0 1665
23390 1194 0 1194
23400 1006 0 1006
23410 1116 0 1116
23420 1274 0 1274
23430 1304 0 1304
23440 1749 0 1749
23450 1127 0 1127
23460 1016 0 1016
23470 1061 0 1061
23480 1400 0 1400
23490 1163 0 1163
23500 995 0 995
23510 996 0 996
23520 1141 259 1400
23530 1140 0 1140
23540 1025 0 1025
23550 976 0 976
23560 897 0 897
23570 1040 0 1040
23580 1290 0 1290
23590 800 0 800
23600 923 0 923
23610 1131 0 1131
23620 965 0 965
23630 954 0 954
23640 2770 635 3405
23650 2037 0 2037
23660 1115 0 1115
23670 1081 0 1081
23680 990 0 990
23690 1417 0 1417
23700 1218 0 1218
23710 938 0 938
23720 907 0 907
23730 1289 0 1289
23740 1072 0 1072
23750 1372 0 1372
23760 2034 0 2034
23770 1431 0 1431
23780 1481 49 1531
23790 2083 53 2136
23800 1017 0 1017
23810 868 0 868
23820 1035 0 1035
23830 2131 0 2131
23840 2617 0 2617
23850 7912 0 7912
23860 5531 0 5531
23870 6757 0 6757
23880 6627 144 6771
23890 8909 336 9245
23900 4726 124 4851
23910 3370 369 3739
23920 4968 239 5207
23930 3180 50 3230
23940 3727 213 3940
23950 5817 0 5817
23960 5480 62 5542
23970 4150 0 4150
23980 6719 0 6719
23990 5535 365 5900
24000 6107 0 6107
24010 7027 0 7027
24020 5342 0 5342
24030 9926 61 9986
24040 9698 59 9757
24050 8674 113 8787
24060 7350 121 7472
24070 5449 0 5449
24080 5620 0 5620
24090 4079 0 4079
24100 4953 62 5015
24110 4187 310 4497
24120 4507 0 4507
24130 5094 0 5094
24140 4999 0 4999
24150 3774 0 3774
24160 4842 123 4964
24170 4994 0 4994
24180 5044 0 5044
24190 5382 0 5382
24200 5127 66 5193
24210 4873 128 5001
24220 4705 0 4705
24230 4769 110 4879
24240 4859 58 4917
24250 5267 61 5329
24260 4175 104 4279
24270 6525 0 6525
24280 8056 292 8348
24290 8225 0 8225
24300 13869 0 13869
24310 10580 0 10580
24320 8704 58 8762
24330 6982 61 7043
24340 7238 152 7390
24350 8327 125 8453
24360 7193 0 7193
24370 5209 58 5267
24380 5623 268 5891
24390 6384 540 6924
24400 6113 176 6289
24410 5329 0 5329
24420 4781 62 4843
24430 4173 235 4408
24440 5018 0 5018
24450 3972 244 4217
24460 4981 0 4981
24470 3910 372 4282
24480 4302 0 4302
24490 4282 60 4342
24500 4629 59 4687
24510 3727 0 3727
24520 4672 0 4672
24530 4784 0 4784
24540 4954 211 5165
24550 4706 121 4826
24560 5504 58 5562
24570 3789 0 3789
24580 4253 118 4371
24590 3319 0 3319
24600 1462 0 1462
24610 939 0 939
24620 1109 0 1109
24630 1081 0 1081
24640 1000 111 1111
24650 958 0 958
24660 943 0 943
24670 952 0 952
24680 1046 0 1046
24690 560 0 560
24700 719 0 719
24710 950 0 950
24720 977 0 977
24730 989 0 989
24740 1012 0 1012
24750 979 0 979
24760 872 0 872
24770 1096 0 1096
24780 1029 0 1029
24790 1205 0 1205
24800 1125 0 1125
24810 1161 0 1161
24820 1105 0 1105
24830 1011 0 1011
24840 950 0 950
24850 1009 0 1009
24860 1013 0 1013
24870 1400 207 1607
24880 1413 366 1780
24890 1157 0 1157
24900 1095 0 1095
24910 1029 0 1029
24920 1029 234 1262
24930 663 0 663
24940 700 0 700
24950 685 0 685
24960 844 0 844
24970 671 0 671
24980 622 0 622
24990 755 0 755
25000 820 0 820
25010 1238 0 1238
25020 1042 0 1042
25030 694 0 694
25040 735 0 735
25050 607 0 607
25060 762 0 762
25070 814 0 814
25080 567 0 567
25090 738 0 738
25100 483 0 483
25110 663 0 663
25120 609 0 609
25130 1018 0 1018
25140 701 0 701
25150 618 0 618
25160 963 0 963
25170 749 0 749
25180 738 0 738
25190 606 0 606
25200 642 0 642
25210 590 0 590
25220 562 0 562
25230 852 0 852
25240 574 0 574
25250 625 0 625
25260 618 0 618
25270 617 0 617
25280 1213 0 1213
25290 672 0 672
25300 697 0 697
25310 579 0 579
25320 693 0 693
25330 632 0 632
25340 640 0 640
25350 598 0 598
25360 564 0 564
25370 612 0 612
25380 585 0 585
25390 742 0 742
25400 776 0 776
25410 592 99 691
25420 735 53 788
25430 534 0 534
25440 710 0 710
25450 767 0 767
25460 927 0 927
25470 717 0 717
25480 570 0 570
25490 693 0 693
25500 538 0 538
25510 688 0 688
25520 715 0 715
25530 763 0 763
25540 1160 0 1160
25550 642 0 642
25560 742 0 742
25570 694 0 694
25580 818 0 818
25590 990 0 990
25600 562 0 562
25610 666 0 666
25620 618 0 618
25630 773 0 773
25640 628 0 628
25650 804 0 804
25660 658 0 658
25670 562 0 562
25680 662 0 662
25690 693 0 693
25700 747 0 747
25710 681 0 681
25720 1022 0 1022
25730 794 0 794
25740 635 0 635
25750 858 0 858
25760 799 0 799
25770 1069 0 1069
25780 1017 0 1017
25790 871 0 871
25800 921 0 921
25810 665 0 665
25820 717 0 717
25830 1122 0 1122
25840 1403 0 1403
25850 1320 53 1373
25860 2070 177 2248
25870 945 497 1442
25880 668 0 668
25890 806 0 806
25900 748 0 748
25910 681 0 681
25920 767 0 767
25930 826 0 826
25940 737 0 737
25950 739 0 739
25960 572 0 572
25970 727 0 727
25980 629 0 629
25990 694 0 694
26000 635 0 635
26010 569 0 569
26020 721 0 721
26030 512 0 512
26040 720 0 720
26050 572 0 572
26060 827 0 827
26070 1316 0 1316
26080 904 0 904
26090 912 0 912
26100 1637 0 1637
26110 1149 0 1149
26120 1162 0 1162
26130 1128 0 1128
26140 1895 53 1948
26150 604 0 604
26160 789 0 789
26170 673 0 673
26180 684 0 684
26190 724 310 1035
26200 610 0 610
26210 1045 0 1045
26220 1156 0 1156
26230 638 0 638
26240 569 0 569
26250 810 0 810
26260 620 0 620
26270 612 0 612
26280 694 0 694
26290 631 0 631
26300 628 0 628
26310 584 0 584
26320 738 0 738
26330 638 0 638
26340 575 0 575
26350 747 0 747
26360 647 0 647
26370 590 0 590
26380 560 0 560
26390 624 0 624
26400 618 0 618
26410 516 0 516
26420 734 0 734
26430 720 0 720
26440 776 0 776
26450 849 159 1008
26460 637 0 637
26470 706 0 706
26480 519 0 519
26490 626 0 626
26500 583 0 583
26510 728 0 728
