Time CPU_mW GPU_mW Total_mW
26520 639 0 639
26530 822 0 822
26540 1211 0 1211
26550 625 0 625
26560 735 0 735
26570 666 0 666
26580 616 0 616
26590 623 0 623
26600 776 0 776
26610 1127 0 1127
26620 1959 0 1959
26630 2676 0 2676
26640 2851 0 2851
26650 3252 0 3252
26660 5334 0 5334
26670 4980 0 4980
26680 4426 0 4426
26690 954 0 954
26700 951 0 951
26710 775 60 835
26720 756 0 756
26730 629 0 629
26740 627 0 627
26750 623 0 623
26760 630 0 630
26770 614 0 614
26780 634 0 634
26790 679 0 679
26800 553 0 553
26810 764 0 764
26820 635 0 635
26830 716 0 716
26840 821 0 821
26850 564 0 564
26860 671 0 671
26870 616 0 616
26880 729 0 729
26890 869 0 869
26900 556 0 556
26910 689 0 689
26920 635 0 635
26930 661 0 661
26940 715 0 715
26950 719 0 719
26960 749 0 749
26970 718 51 770
26980 618 0 618
26990 665 0 665
27000 663 0 663
27010 779 0 779
27020 875 0 875
27030 1218 0 1218
27040 1110 0 1110
27050 930 0 930
27060 1192 0 1192
27070 1137 0 1137
27080 850 0 850
27090 762 0 762
27100 570 0 570
27110 658 0 658
27120 645 0 645
27130 677 0 677
27140 612 0 612
27150 815 0 815
27160 1291 0 1291
27170 1591 0 1591
27180 1287 0 1287
27190 647 0 647
27200 660 0 660
27210 741 0 741
27220 683 158 841
27230 692 0 692
27240 571 0 571
27250 669 0 669
27260 613 0 613
27270 617 0 617
27280 663 0 663
27290 622 0 622
27300 625 0 625
27310 1071 0 1071
27320 868 0 868
27330 870 0 870
27340 1025 0 1025
27350 1360 0 1360
27360 1314 0 1314
27370 2123 0 2123
27380 2346 0 2346
27390 2621 0 2621
27400 2783 0 2783
27410 2765 0 2765
27420 2365 0 2365
27430 2924 0 2924
27440 1019 0 1019
27450 722 0 722
27460 883 0 883
27470 728 0 728
27480 889 0 889
27490 731 56 787
27500 685 0 685
27510 552 0 552
27520 651 0 651
27530 605 0 605
27540 869 0 869
27550 804 0 804
27560 809 0 809
27570 775 0 775
27580 563 0 563
27590 714 0 714
27600 808 202 1009
27610 625 0 625
27620 682 0 682
27630 625 0 625
27640 745 0 745
27650 586 0 586
27660 705 0 705
27670 612 0 612
27680 652 0 652
27690 735 0 735
27700 591 0 591
27710 964 0 964
27720 598 0 598
27730 713 0 713
27740 720 0 720
27750 619 0 619
27760 759 0 759
27770 635 0 635
27780 671 52 723
27790 664 0 664
27800 591 0 591
27810 676 0 676
27820 659 0 659
27830 720 0 720
27840 676 0 676
27850 560 0 560
27860 716 0 716
27870 581 0 581
27880 847 0 847
27890 765 0 765
27900 1175 0 1175
27910 1543 0 1543
27920 872 0 872
27930 815 0 815
27940 1412 0 1412
27950 1289 0 1289
27960 692 0 692
27970 800 0 800
27980 663 0 663
27990 744 0 744
28000 745 0 745
28010 692 53 745
28020 569 0 569
28030 639 0 639
28040 609 0 609
28050 689 0 689
28060 572 0 572
28070 688 0 688
28080 620 0 620
28090 668 0 668
28100 610 0 610
28110 833 0 833
28120 901 0 901
28130 539 0 539
28140 645 0 645
28150 518 0 518
28160 621 0 621
28170 633 0 633
28180 668 0 668
28190 821 0 821
28200 519 0 519
28210 625 0 625
28220 574 0 574
28230 615 0 615
28240 574 0 574
28250 689 0 689
28260 643 0 643
28270 635 0 635
28280 658 0 658
28290 639 0 639
28300 575 0 575
28310 643 0 643
28320 491 0 491
28330 663 0 663
28340 560 0 560
28350 659 0 659
28360 725 0 725
28370 584 0 584
28380 673 0 673
28390 642 0 642
28400 941 0 941
28410 1007 53 1060
28420 815 0 815
28430 1028 0 1028
28440 909 0 909
28450 1117 0 1117
28460 1004 0 1004
28470 820 0 820
28480 825 0 825
28490 1030 0 1030
28500 1781 0 1781
28510 1383 0 1383
28520 1215 0 1215
28530 1319 527 1846
28540 1418 0 1418
28550 1082 216 1299
28560 1004 0 1004
28570 971 0 971
28580 937 0 937
28590 1047 0 1047
28600 1051 0 1051
28610 1220 0 1220
28620 1486 0 1486
28630 1170 0 1170
28640 1168 0 1168
28650 1071 0 1071
28660 1208 0 1208
28670 1064 0 1064
28680 1023 0 1023
28690 1026 0 1026
28700 1224 0 1224
28710 1550 0 1550
28720 2226 0 2226
28730 3314 0 3314
28740 3559 0 3559
28750 3484 0 3484
28760 2012 0 2012
28770 2318 0 2318
28780 1399 56 1455
28790 1387 0 1387
28800 1108 0 1108
28810 1036 0 1036
28820 1651 0 1651
28830 2388 0 2388
28840 2862 0 2862
28850 2874 0 2874
28860 3583 0 3583
28870 3619 0 3619
28880 4260 0 4260
28890 2392 0 2392
28900 2463 0 2463
28910 2451 0 2451
28920 1317 0 1317
28930 1380 0 1380
28940 1823 0 1823
28950 2375 0 2375
28960 1126 0 1126
28970 779 0 779
28980 669 0 669
28990 726 0 726
29000 656 0 656
29010 753 0 753
29020 649 0 649
29030 662 0 662
29040 732 0 732
29050 700 0 700
29060 734 52 786
29070 694 0 694
29080 684 0 684
29090 951 0 951
29100 1854 0 1854
29110 1851 0 1851
29120 2975 0 2975
29130 5787 0 5787
29140 6638 0 6638
29150 6885 0 6885
29160 5347 0 5347
29170 4764 0 4764
29180 4888 0 4888
29190 5575 235 5809
29200 3534 0 3534
29210 1811 0 1811
29220 1435 299 1733
29230 1762 122 1883
29240 999 0 999
29250 695 0 695
29260 782 0 782
29270 1169 0 1169
29280 807 0 807
29290 734 0 734
29300 770 0 770
29310 714 0 714
29320 690 0 690
29330 723 362 1085
29340 639 0 639
29350 629 0 629
29360 558 0 558
29370 611 0 611
29380 556 0 556
29390 767 0 767
29400 676 0 676
29410 575 0 575
29420 670 0 670
29430 681 0 681
29440 816 0 816
29450 668 0 668
29460 829 0 829
29470 740 0 740
29480 671 0 671
29490 961 0 961
29500 1193 0 1193
29510 899 0 899
29520 764 0 764
29530 805 0 805
29540 1211 151 1363
29550 1214 0 1214
29560 1172 0 1172
29570 1503 0 1503
29580 1037 0 1037
29590 1140 0 1140
29600 953 0 953
29610 907 213 1120
29620 963 0 963
29630 963 0 963
29640 928 0 928
29650 1007 0 1007
29660 865 102 967
29670 1105 53 1158
29680 936 0 936
29690 682 0 682
29700 802 0 802
29710 582 0 582
29720 667 0 667
29730 683 0 683
29740 575 0 575
29750 675 0 675
29760 698 0 698
29770 683 0 683
29780 698 0 698
29790 559 0 559
29800 645 0 645
29810 569 0 569
29820 740 0 740
29830 797 0 797
29840 712 0 712
29850 816 255 1071
29860 613 0 613
29870 729 0 729
29880 628 0 628
29890 689 0 689
29900 641 0 641
29910 627 0 627
29920 677 0 677
29930 742 0 742
29940 746 0 746
29950 687 0 687
29960 839 0 839
29970 632 0 632
29980 962 0 962
29990 868 0 868
30000 921 0 921
30010 1040 0 1040
30020 1048 0 1048
30030 1115 0 1115
30040 1071 0 1071
30050 1291 0 1291
30060 1464 0 1464
30070 1468 0 1468
30080 2877 0 2877
30090 1885 0 1885
30100 1734 271 2005
30110 1602 0 1602
30120 1295 0 1295
30130 1171 106 1277
30140 1205 0 1205
30150 1462 0 1462
30160 1580 0 1580
30170 1702 0 1702
30180 1758 0 1758
30190 1800 0 1800
30200 2113 0 2113
30210 2082 0 2082
30220 2066 0 2066
30230 1933 0 1933
30240 1904 0 1904
30250 1945 0 1945
30260 1633 0 1633
30270 2138 0 2138
30280 1842 0 1842
30290 2194 0 2194
30300 1988 0 1988
30310 2294 0 2294
30320 1884 0 1884
30330 2236 0 2236
30340 1914 0 1914
30350 2300 0 2300
30360 2305 0 2305
30370 2138 0 2138
30380 2185 218 2403
30390 1474 0 1474
30400 1330 0 1330
30410 1791 0 1791
30420 2999 0 2999
30430 1528 0 1528
30440 1943 0 1943
30450 1685 0 1685
30460 1825 0 1825
30470 1849 0 1849
30480 1785 0 1785
30490 1773 0 1773
30500 1098 0 1098
30510 1978 0 1978
30520 1853 0 1853
30530 2063 0 2063
30540 2406 0 2406
30550 2391 0 2391
30560 1988 0 1988
30570 2406 0 2406
30580 2822 0 2822
30590 3612 0 3612
30600 3368 0 3368
30610 3412 0 3412
30620 2644 0 2644
30630 4216 0 4216
30640 3970 0 3970
30650 4371 0 4371
30660 4584 0 4584
30670 4323 0 4323
30680 4660 0 4660
30690 4863 63 4926
30700 4409 0 4409
30710 4678 0 4678
30720 4347 0 4347
30730 4860 0 4860
30740 3626 0 3626
30750 1288 0 1288
30760 1437 0 1437
30770 1289 0 1289
30780 1237 0 1237
30790 1260 0 1260
30800 1199 0 1199
30810 1100 0 1100
30820 1244 0 1244
30830 922 0 922
30840 947 0 947
30850 1282 0 1282
30860 1674 0 1674
30870 1769 0 1769
30880 3209 0 3209
30890 5238 0 5238
30900 5384 0 5384
30910 5154 0 5154
30920 6839 0 6839
30930 5468 0 5468
30940 4981 52 5033
30950 5092 0 5092
30960 5018 0 5018
30970 5034 0 5034
30980 4773 0 4773
30990 4977 0 4977
31000 4857 0 4857
31010 4859 0 4859
31020 4789 0 4789
31030 4863 0 4863
31040 4719 0 4719
31050 4758 0 4758
31060 4890 0 4890
31070 4553 0 4553
31080 5135 0 5135
31090 4474 0 4474
31100 4989 0 4989
31110 4866 0 4866
31120 4441 0 4441
31130 4699 0 4699
31140 4567 0 4567
31150 4620 0 4620
31160 4651 0 4651
31170 4399 0 4399
31180 4907 0 4907
31190 4593 0 4593
31200 4951 0 4951
31210 4505 0 4505
31220 4752 0 4752
31230 4681 0 4681
31240 4613 0 4613
31250 4498 0 4498
31260 4532 0 4532
31270 4731 0 4731
31280 4640 0 4640
31290 4960 0 4960
31300 5176 0 5176
31310 6599 0 6599
31320 6567 0 6567
31330 5380 0 5380
31340 5521 0 5521
31350 5556 0 5556
31360 5788 0 5788
31370 6322 0 6322
31380 7255 0 7255
31390 7207 0 7207
31400 5917 0 5917
31410 7798 0 7798
31420 6628 0 6628
31430 4984 0 4984
31440 4768 0 4768
31450 5057 0 5057
31460 5551 0 5551
31470 6031 0 6031
31480 8457 0 8457
31490 5948 0 5948
31500 7522 0 7522
31510 6870 0 6870
31520 6348 0 6348
31530 5870 110 5979
31540 6674 0 6674
31550 6281 0 6281
31560 5669 0 5669
31570 4927 0 4927
31580 4486 0 4486
31590 4950 0 4950
31600 4747 0 4747
31610 4925 0 4925
31620 4687 0 4687
31630 4578 0 4578
31640 4683 0 4683
31650 4689 0 4689
31660 4816 0 4816
31670 4820 0 4820
31680 4486 0 4486
31690 4974 0 4974
31700 4909 0 4909
31710 5231 0 5231
31720 5937 0 5937
31730 5054 0 5054
31740 6261 0 6261
31750 5628 0 5628
31760 4617 0 4617
31770 4786 0 4786
31780 4495 0 4495
31790 4849 0 4849
31800 4989 0 4989
31810 4733 0 4733
31820 4559 0 4559
31830 4862 0 4862
31840 4401 0 4401
31850 4767 0 4767
31860 4262 0 4262
31870 4936 0 4936
31880 4912 0 4912
31890 4850 0 4850
31900 4674 0 4674
31910 4565 0 4565
31920 4626 0 4626
31930 4492 0 4492
31940 4590 0 4590
31950 4695 0 4695
31960 4556 0 4556
31970 5346 0 5346
31980 4723 0 4723
31990 5016 0 5016
32000 4601 0 4601
32010 5113 0 5113
32020 4765 0 4765
32030 4751 0 4751
32040 4891 0 4891
32050 4717 0 4717
32060 4981 0 4981
32070 4981 0 4981
32080 4638 0 4638
32090 5116 0 5116
32100 4774 0 4774
32110 5068 0 5068
32120 4879 112 4991
32130 5046 0 5046
32140 4485 0 4485
32150 5033 0 5033
32160 5132 0 5132
32170 5245 0 5245
32180 4904 0 4904
32190 4525 0 4525
32200 4872 0 4872
32210 5157 0 5157
32220 4653 0 4653
32230 5049 0 5049
32240 4657 0 4657
32250 5046 0 5046
32260 4634 0 4634
32270 4811 0 4811
32280 4511 0 4511
32290 4560 0 4560
32300 4764 0 4764
32310 4629 0 4629
32320 4742 0 4742
32330 4661 0 4661
32340 4588 0 4588
32350 4739 0 4739
32360 4630 0 4630
32370 4714 0 4714
32380 4477 0 4477
32390 6075 0 6075
32400 5391 0 5391
32410 5546 0 5546
32420 4901 0 4901
32430 5284 0 5284
32440 9303 0 9303
32450 6105 0 6105
32460 5121 441 5562
32470 4663 0 4663
32480 4790 0 4790
32490 4337 0 4337
32500 4959 0 4959
32510 4639 0 4639
32520 4874 0 4874
32530 4695 0 4695
32540 4902 0 4902
32550 4737 0 4737
32560 4573 0 4573
32570 4516 0 4516
32580 4519 0 4519
32590 4553 0 4553
32600 4627 0 4627
32610 4331 0 4331
32620 4856 0 4856
32630 4357 0 4357
32640 4874 0 4874
32650 4444 0 4444
32660 4948 0 4948
32670 5787 0 5787
32680 5107 0 5107
32690 5249 0 5249
32700 4464 0 4464
32710 4841 0 4841
32720 4500 0 4500
32730 4775 191 4966
32740 4852 0 4852
32750 4329 0 4329
32760 4512 0 4512
32770 4475 0 4475
32780 4792 0 4792
32790 4652 0 4652
32800 4357 0 4357
32810 4451 0 4451
32820 4747 0 4747
32830 4549 0 4549
32840 4744 443 5187
32850 4867 0 4867
32860 4386 0 4386
32870 4813 0 4813
32880 4379 0 4379
32890 4753 0 4753
32900 4436 0 4436
32910 4617 0 4617
32920 4574 0 4574
32930 4634 0 4634
32940 4699 0 4699
32950 4505 0 4505
32960 4673 0 4673
32970 4469 0 4469
32980 4610 0 4610
32990 4822 0 4822
33000 4649 0 4649
33010 4843 0 4843
33020 4582 57 4638
33030 5069 0 5069
33040 4719 0 4719
33050 4611 0 4611
33060 4638 0 4638
33070 4517 0 4517
33080 4612 0 4612
33090 4552 0 4552
33100 4567 0 4567
33110 4560 0 4560
33120 4223 0 4223
33130 4853 0 4853
33140 4244 0 4244
33150 4702 0 4702
33160 4312 0 4312
33170 4744 0 4744
33180 4538 0 4538
33190 4572 0 4572
33200 4628 0 4628
33210 4493 0 4493
33220 4824 0 4824
33230 4539 0 4539
33240 4458 0 4458
33250 4675 0 4675
33260 4548 0 4548
33270 2868 0 2868
33280 3027 0 3027
33290 4791 0 4791
33300 4966 0 4966
33310 4933 0 4933
33320 4518 103 4621
33330 3600 0 3600
33340 5115 0 5115
33350 5625 0 5625
33360 4235 0 4235
33370 5353 0 5353
33380 5305 0 5305
33390 5225 0 5225
33400 5257 0 5257
33410 4875 0 4875
33420 4694 0 4694
33430 4783 252 5034
33440 3395 61 3455
33450 4492 157 4648
33460 6688 0 6688
33470 2499 407 2906
33480 888 0 888
33490 1033 0 1033
33500 1120 0 1120
33510 707 0 707
33520 735 0 735
33530 619 0 619
33540 675 0 675
33550 767 0 767
33560 734 0 734
33570 914 0 914
33580 928 0 928
33590 748 0 748
33600 737 0 737
33610 905 0 905
33620 1167 0 1167
33630 1682 0 1682
33640 3417 0 3417
33650 1420 0 1420
33660 1218 0 1218
33670 961 0 961
33680 1200 0 1200
33690 1136 0 1136
33700 1207 0 1207
33710 1078 0 1078
33720 937 0 937
33730 925 0 925
33740 1221 0 1221
33750 1640 0 1640
33760 2135 0 2135
33770 2416 0 2416
33780 1836 0 1836
33790 1303 0 1303
33800 1373 0 1373
33810 1298 0 1298
33820 1305 0 1305
33830 1284 0 1284
33840 1115 0 1115
33850 1220 0 1220
33860 1043 0 1043
33870 1154 0 1154
33880 1255 0 1255
33890 1176 112 1288
33900 1156 0 1156
33910 1137 0 1137
33920 1022 0 1022
33930 1195 0 1195
33940 1296 0 1296
33950 1063 0 1063
33960 1128 0 1128
33970 1387 0 1387
33980 1571 0 1571
33990 1723 0 1723
34000 1150 0 1150
34010 1539 0 1539
34020 1290 0 1290
34030 1531 0 1531
34040 928 0 928
34050 1269 0 1269
34060 1635 0 1635
34070 1486 0 1486
34080 1574 0 1574
34090 1119 0 1119
34100 1177 0 1177
34110 1265 0 1265
34120 1594 0 1594
34130 1463 0 1463
34140 1647 0 1647
34150 1885 0 1885
34160 4195 115 4310
34170 4921 509 5430
34180 2231 0 2231
34190 2022 0 2022
34200 2130 0 2130
34210 2925 0 2925
34220 2094 0 2094
34230 2160 0 2160
34240 2062 0 2062
34250 1820 0 1820
34260 1324 0 1324
34270 1680 0 1680
34280 2001 0 2001
34290 1203 0 1203
34300 1187 0 1187
34310 1068 0 1068
34320 1131 0 1131
34330 1110 0 1110
34340 997 0 997
34350 1109 0 1109
34360 1000 0 1000
34370 809 0 809
34380 943 0 943
34390 818 0 818
34400 1157 0 1157
34410 2024 0 2024
34420 1807 55 1862
34430 2137 0 2137
34440 2482 0 2482
34450 1832 0 1832
34460 1095 0 1095
34470 869 0 869
34480 2365 0 2365
34490 1137 0 1137
34500 1081 0 1081
34510 1119 0 1119
34520 727 0 727
34530 682 0 682
34540 834 0 834
34550 843 0 843
34560 1739 0 1739
34570 1126 0 1126
34580 1437 0 1437
34590 1544 0 1544
34600 1373 0 1373
34610 1058 0 1058
34620 967 0 967
34630 919 0 919
34640 915 0 915
34650 842 0 842
34660 1015 0 1015
34670 936 0 936
34680 941 0 941
34690 980 0 980
34700 993 0 993
34710 687 0 687
34720 565 0 565
34730 719 0 719
34740 539 0 539
34750 640 0 640
34760 664 0 664
34770 661 0 661
34780 606 0 606
34790 563 0 563
34800 682 0 682
34810 614 0 614
34820 569 0 569
34830 640 0 640
34840 530 0 530
34850 721 0 721
34860 469 0 469
34870 726 0 726
34880 884 0 884
34890 681 0 681
34900 636 0 636
34910 694 0 694
34920 867 0 867
34930 925 0 925
34940 1030 0 1030
34950 1095 104 1199
34960 993 0 993
34970 1003 0 1003
34980 879 0 879
34990 868 0 868
35000 716 0 716
35010 909 0 909
35020 935 0 935
35030 814 0 814
35040 685 0 685
35050 535 0 535
35060 635 0 635
35070 520 0 520
35080 612 0 612
35090 616 0 616
35100 572 0 572
35110 621 0 621
35120 642 0 642
35130 785 0 785
35140 636 0 636
35150 666 0 666
35160 995 0 995
35170 585 0 585
35180 669 0 669
35190 762 0 762
35200 661 0 661
35210 771 0 771
35220 619 0 619
35230 937 0 937
35240 1035 0 1035
35250 1427 0 1427
35260 1090 0 1090
35270 956 0 956
35280 859 0 859
35290 881 0 881
35300 1409 0 1409
35310 2014 53 2067
35320 3836 236 4072
35330 4544 0 4544
35340 3992 119 4111
35350 4068 0 4068
35360 4221 62 4283
35370 5184 311 5495
35380 6819 64 6883
35390 4908 61 4968
35400 4760 53 4813
35410 5033 61 5095
35420 7088 169 7257
35430 5579 345 5924
35440 3881 50 3932
35450 5321 61 5382
35460 6548 60 6609
35470 6042 54 6097
35480 7415 60 7475
35490 8691 296 8987
35500 5804 60 5863
35510 6991 64 7054
35520 5480 0 5480
35530 6305 105 6410
35540 8962 0 8962
35550 9236 118 9354
35560 9192 0 9192
35570 8733 0 8733
35580 7408 63 7472
35590 8724 129 8853
35600 7684 0 7684
35610 3700 0 3700
35620 2627 0 2627
35630 4426 0 4426
35640 4084 0 4084
35650 2947 0 2947
35660 5420 0 5420
35670 2444 0 2444
35680 4424 0 4424
35690 2975 0 2975
35700 5813 0 5813
35710 6997 0 6997
35720 6478 369 6847
35730 1935 62 1997
35740 1395 481 1877
35750 1567 594 2161
35760 1535 171 1705
35770 1495 103 1598
35780 1600 497 2097
35790 2614 0 2614
35800 2848 237 3086
35810 3083 220 3303
35820 1767 244 2011
35830 2542 497 3039
35840 1296 216 1512
35850 1310 437 1746
35860 1159 0 1159
35870 1340 0 1340
35880 1277 0 1277
35890 1039 260 1299
35900 1018 0 1018
35910 915 0 915
35920 1013 0 1013
35930 928 0 928
35940 1064 0 1064
35950 801 0 801
35960 550 0 550
35970 660 0 660
35980 671 0 671
35990 828 0 828
36000 1233 0 1233
36010 1276 0 1276
36020 925 0 925
36030 945 0 945
36040 864 51 915
36050 1068 53 1121
36060 807 0 807
36070 867 0 867
36080 984 0 984
36090 1061 0 1061
36100 697 0 697
36110 810 0 810
36120 1016 0 1016
36130 1033 0 1033
36140 997 0 997
36150 1478 0 1478
36160 1948 590 2538
36170 1240 0 1240
36180 1047 0 1047
36190 796 0 796
36200 642 0 642
36210 654 0 654
36220 687 0 687
36230 922 0 922
36240 753 0 753
36250 750 0 750
36260 677 0 677
36270 506 0 506
36280 714 0 714
36290 788 0 788
36300 1113 0 1113
36310 1045 52 1097
36320 888 0 888
36330 892 0 892
36340 547 100 647
36350 714 0 714
36360 619 0 619
36370 614 0 614
36380 690 0 690
36390 457 0 457
36400 803 0 803
36410 834 0 834
36420 824 0 824
36430 751 0 751
36440 562 0 562
36450 674 0 674
36460 839 0 839
36470 673 0 673
36480 845 0 845
36490 584 0 584
36500 746 0 746
36510 772 0 772
36520 712 0 712
36530 619 0 619
36540 671 0 671
36550 769 0 769
36560 664 0 664
36570 688 0 688
36580 633 0 633
36590 744 0 744
36600 582 0 582
36610 610 0 610
36620 612 0 612
36630 607 0 607
36640 659 0 659
36650 699 0 699
36660 674 0 674
36670 721 0 721
36680 667 0 667
36690 742 0 742
36700 671 0 671
36710 833 0 833
36720 899 0 899
36730 796 0 796
36740 691 0 691
36750 614 0 614
36760 659 0 659
36770 614 0 614
36780 829 0 829
36790 1137 0 1137
36800 623 0 623
36810 735 0 735
36820 675 52 727
36830 671 0 671
36840 623 0 623
36850 678 0 678
36860 688 0 688
36870 744 0 744
36880 865 51 916
36890 1083 148 1231
36900 2607 0 2607
36910 1584 0 1584
36920 1027 0 1027
36930 811 0 811
36940 822 0 822
36950 995 0 995
36960 1612 0 1612
36970 1323 0 1323
36980 685 0 685
36990 1034 0 1034
37000 1089 0 1089
37010 870 0 870
37020 867 0 867
37030 560 0 560
37040 630 0 630
37050 1029 0 1029
37060 1219 0 1219
37070 1640 0 1640
37080 2084 58 2142
37090 2064 0 2064
37100 1653 0 1653
37110 3638 224 3862
37120 1849 0 1849
37130 2069 0 2069
37140 1425 0 1425
37150 1465 0 1465
37160 1329 0 1329
37170 1101 0 1101
37180 1372 0 1372
37190 1149 0 1149
37200 2255 0 2255
37210 1881 0 1881
37220 2940 0 2940
37230 4080 0 4080
37240 4274 0 4274
37250 3617 194 3811
37260 1166 0 1166
37270 1771 0 1771
37280 2808 0 2808
37290 1431 0 1431
37300 2053 0 2053
37310 916 0 916
37320 734 0 734
37330 635 0 635
37340 730 0 730
37350 868 0 868
37360 660 0 660
37370 562 0 562
37380 796 0 796
37390 529 0 529
37400 693 0 693
37410 521 0 521
37420 621 0 621
37430 689 0 689
37440 534 0 534
37450 664 0 664
37460 607 0 607
37470 663 0 663
37480 670 0 670
37490 583 0 583
37500 691 0 691
37510 516 0 516
37520 679 0 679
37530 622 0 622
37540 677 0 677
37550 750 0 750
37560 605 0 605
37570 732 0 732
37580 631 0 631
37590 684 0 684
37600 888 0 888
37610 693 0 693
37620 1030 103 1133
37630 588 0 588
37640 724 0 724
37650 676 0 676
37660 636 0 636
37670 622 0 622
37680 644 0 644
37690 727 0 727
37700 574 0 574
37710 674 0 674
37720 794 0 794
37730 1058 0 1058
37740 591 0 591
37750 691 0 691
37760 709 0 709
37770 592 0 592
37780 734 0 734
37790 558 0 558
37800 762 0 762
37810 762 0 762
37820 873 0 873
37830 711 0 711
37840 572 0 572
37850 685 0 685
37860 839 0 839
37870 662 0 662
37880 882 208 1090
37890 658 354 1012
37900 801 0 801
37910 580 0 580
37920 672 0 672
37930 678 0 678
37940 710 0 710
37950 926 309 1234
37960 668 0 668
37970 671 0 671
37980 786 0 786
37990 685 0 685
38000 666 0 666
38010 561 0 561
38020 615 0 615
38030 460 0 460
38040 547 0 547
38050 770 0 770
38060 821 0 821
38070 565 0 565
38080 641 0 641
38090 634 0 634
38100 473 0 473
38110 730 0 730
38120 784 0 784
38130 625 0 625
38140 684 526 1210
38150 639 0 639
38160 612 0 612
38170 646 0 646
38180 615 0 615
38190 618 0 618
38200 511 0 511
38210 1081 0 1081
38220 1271 0 1271
38230 979 98 1076
38240 1157 453 1610
38250 882 441 1323
38260 915 152 1067
38270 1332 160 1492
38280 1387 103 1490
38290 974 103 1076
38300 870 242 1112
38310 1097 157 1254
38320 998 315 1313
38330 1165 152 1317
38340 1086 148 1234
38350 1154 151 1305
38360 1146 0 1146
38370 1140 0 1140
38380 1237 0 1237
38390 1523 0 1523
38400 1105 0 1105
38410 1328 0 1328
38420 1222 0 1222
38430 1106 0 1106
38440 993 0 993
38450 949 0 949
38460 1234 0 1234
38470 1405 108 1514
38480 958 0 958
38490 1468 0 1468
38500 1660 553 2213
38510 1449 0 1449
38520 1474 0 1474
38530 1341 0 1341
38540 1574 0 1574
38550 1301 0 1301
38560 1527 0 1527
38570 1620 56 1675
38580 1646 159 1805
38590 1651 0 1651
38600 2143 575 2718
38610 1968 174 2142
38620 2002 0 2002
38630 1865 0 1865
38640 2380 0 2380
38650 2352 0 2352
38660 1569 209 1779
38670 1837 0 1837
38680 1128 0 1128
38690 1634 0 1634
38700 1464 0 1464
38710 1521 0 1521
38720 1753 0 1753
38730 1586 0 1586
38740 2853 0 2853
38750 1542 0 1542
38760 1902 0 1902
38770 1537 0 1537
38780 2119 187 2305
38790 1758 0 1758
38800 1701 113 1814
38810 1829 0 1829
38820 2083 0 2083
38830 1879 0 1879
38840 2072 168 2240
38850 1832 0 1832
38860 2072 0 2072
38870 2019 0 2019
38880 1963 0 1963
38890 1569 0 1569
38900 2005 0 2005
38910 2669 0 2669
38920 3185 0 3185
38930 3532 0 3532
38940 3380 158 3539
38950 3463 0 3463
38960 2784 0 2784
38970 4121 677 4799
38980 4104 0 4104
38990 1494 0 1494
39000 1237 0 1237
39010 1294 0 1294
39020 2105 0 2105
39030 2305 0 2305
39040 2680 0 2680
39050 2037 0 2037
39060 2075 0 2075
39070 826 0 826
39080 1398 0 1398
39090 2848 0 2848
39100 3518 0 3518
39110 4527 0 4527
39120 3175 423 3598
39130 1655 0 1655
39140 2035 157 2191
39150 2385 0 2385
39160 3107 0 3107
39170 4358 170 4527
39180 4659 0 4659
39190 4373 156 4529
39200 4793 0 4793
39210 4503 0 4503
39220 1785 297 2082
39230 1808 0 1808
39240 1190 0 1190
39250 1228 0 1228
39260 1209 58 1267
39270 1266 0 1266
39280 1269 0 1269
39290 1092 0 1092
39300 1501 207 1708
39310 1447 0 1447
39320 1737 0 1737
39330 1138 0 1138
39340 1287 0 1287
39350 1008 151 1159
39360 1215 0 1215
39370 1411 0 1411
39380 1288 477 1766
39390 1165 0 1165
39400 1035 0 1035
39410 1101 0 1101
39420 1154 0 1154
39430 1006 0 1006
39440 829 0 829
39450 759 0 759
39460 1178 0 1178
39470 1679 0 1679
39480 2091 52 2143
39490 1034 0 1034
39500 901 0 901
39510 938 0 938
39520 1001 0 1001
39530 1009 0 1009
39540 1062 212 1275
39550 775 0 775
39560 901 0 901
39570 902 0 902
39580 1265 0 1265
39590 1110 106 1216
39600 982 0 982
39610 895 0 895
39620 898 0 898
39630 840 157 997
39640 714 329 1043
39650 1063 213 1276
39660 741 0 741
39670 766 0 766
39680 671 0 671
39690 607 0 607
39700 640 0 640
39710 686 0 686
39720 915 0 915
39730 791 0 791
39740 681 209 890
39750 832 0 832
39760 1400 0 1400
39770 1513 0 1513
39780 2033 0 2033
39790 1841 0 1841
39800 2898 0 2898
39810 5169 0 5169
39820 6376 0 6376
39830 3012 262 3274
39840 2307 604 2911
39850 2470 0 2470
39860 1473 218 1691
39870 1340 175 1515
39880 1689 381 2071
39890 1302 150 1453
39900 2091 165 2256
39910 1525 210 1736
39920 1337 206 1543
39930 1529 218 1748
39940 1005 212 1216
39950 1003 223 1226
39960 992 366 1358
39970 843 0 843
39980 1302 0 1302
39990 1249 0 1249
40000 916 0 916
40010 1056 53 1109
40020 1239 0 1239
40030 2099 0 2099
40040 1132 0 1132
40050 1034 0 1034
40060 1132 0 1132
40070 1028 0 1028
40080 724 0 724
40090 727 0 727
40100 633 0 633
40110 638 0 638
40120 764 0 764
40130 694 0 694
40140 688 0 688
40150 666 0 666
40160 709 0 709
40170 958 0 958
40180 1086 0 1086
40190 683 0 683
40200 675 0 675
40210 947 0 947
40220 931 0 931
