Time CPU_mW GPU_mW Total_mW
14870 309 0 309
14880 262 0 262
14890 656 0 656
14900 568 0 568
14910 311 0 311
14920 212 0 212
14930 376 0 376
14940 473 0 473
14950 484 0 484
14960 209 0 209
14970 324 0 324
14980 319 0 319
14990 207 0 207
15000 309 0 309
15010 491 0 491
15020 375 0 375
15030 257 0 257
15040 1054 0 1054
15050 577 0 577
15060 468 0 468
15070 546 0 546
15080 694 0 694
15090 774 0 774
15100 1228 0 1228
15110 592 0 592
15120 154 0 154
15130 555 0 555
15140 684 0 684
15150 408 0 408
15160 308 0 308
15170 430 0 430
15180 317 0 317
15190 260 0 260
15200 451 0 451
15210 370 0 370
15220 160 0 160
15230 416 0 416
15240 313 0 313
15250 314 0 314
15260 261 0 261
15270 375 0 375
15280 526 0 526
15290 159 0 159
15300 472 0 472
15310 1028 0 1028
15320 361 0 361
15330 662 0 662
15340 607 0 607
15350 313 0 313
15360 433 0 433
15370 214 0 214
15380 273 0 273
15390 570 0 570
15400 213 0 213
15410 401 0 401
15420 542 0 542
15430 325 0 325
15440 678 0 678
15450 730 0 730
15460 1234 0 1234
15470 469 0 469
15480 426 0 426
15490 525 0 525
15500 159 0 159
15510 594 0 594
15520 786 0 786
15530 207 0 207
15540 726 0 726
15550 839 0 839
15560 368 0 368
15570 489 0 489
15580 548 0 548
15590 210 0 210
15600 518 0 518
15610 211 0 211
15620 537 0 537
15630 1228 0 1228
15640 1084 0 1084
15650 752 0 752
15660 870 0 870
15670 1453 0 1453
15680 1421 0 1421
15690 1602 0 1602
15700 1061 0 1061
15710 347 0 347
15720 354 0 354
15730 347 0 347
15740 1303 0 1303
15750 549 0 549
15760 556 0 556
15770 322 0 322
15780 511 0 511
15790 574 0 574
15800 997 0 997
15810 1844 0 1844
15820 2649 0 2649
15830 4477 0 4477
15840 4215 0 4215
15850 5553 0 5553
15860 7009 0 7009
15870 4964 0 4964
15880 4066 0 4066
15890 6437 0 6437
15900 5670 0 5670
15910 4222 0 4222
15920 6010 0 6010
15930 5868 0 5868
15940 4672 0 4672
15950 3603 0 3603
15960 5286 0 5286
15970 7156 0 7156
15980 3029 0 3029
15990 2457 0 2457
16000 6384 0 6384
16010 5536 0 5536
16020 1642 0 1642
16030 1490 0 1490
16040 1598 0 1598
16050 5254 0 5254
16060 3365 0 3365
16070 1724 0 1724
16080 2883 0 2883
16090 4677 0 4677
16100 3540 0 3540
16110 3760 0 3760
16120 6532 0 6532
16130 6255 0 6255
16140 6573 0 6573
16150 6415 0 6415
16160 6552 0 6552
16170 7019 0 7019
16180 6725 0 6725
16190 6515 0 6515
16200 7155 0 7155
16210 6609 0 6609
16220 5430 0 5430
16230 4827 0 4827
16240 5630 0 5630
16250 7891 0 7891
16260 7413 0 7413
16270 7084 0 7084
16280 6278 0 6278
16290 5901 0 5901
16300 6102 0 6102
16310 6348 0 6348
16320 6287 0 6287
16330 4174 0 4174
16340 6316 0 6316
16350 6883 0 6883
16360 7599 0 7599
16370 7335 0 7335
16380 6318 0 6318
16390 6437 0 6437
16400 7268 0 7268
16410 7186 0 7186
16420 4596 0 4596
16430 3883 0 3883
16440 3699 0 3699
16450 3593 0 3593
16460 9156 0 9156
16470 11672 0 11672
16480 11419 0 11419
16490 9073 0 9073
16500 3112 0 3112
16510 8937 0 8937
16520 11095 0 11095
16530 5749 0 5749
16540 2543 0 2543
16550 11466 0 11466
16560 4036 0 4036
16570 3788 0 3788
16580 2402 0 2402
16590 6276 0 6276
16600 2057 0 2057
16610 5607 0 5607
16620 7267 0 7267
16630 4176 0 4176
16640 2727 0 2727
16650 2974 0 2974
16660 8591 0 8591
16670 1469 0 1469
16680 3398 0 3398
16690 1355 0 1355
16700 10570 0 10570
16710 6601 0 6601
16720 2155 0 2155
16730 9064 0 9064
16740 2031 0 2031
16750 6665 0 6665
16760 3007 0 3007
16770 5354 0 5354
16780 1195 0 1195
16790 8088 0 8088
16800 1230 0 1230
16810 3583 0 3583
16820 1516 0 1516
16830 4112 0 4112
16840 1188 0 1188
16850 4296 0 4296
16860 1107 0 1107
16870 3410 0 3410
16880 1133 0 1133
16890 2607 0 2607
16900 4107 0 4107
16910 2594 0 2594
16920 2620 0 2620
16930 5313 0 5313
16940 5657 0 5657
16950 974 0 974
16960 6599 0 6599
16970 1258 0 1258
16980 4079 0 4079
16990 2663 0 2663
17000 9332 0 9332
17010 4566 0 4566
17020 5947 0 5947
17030 3702 0 3702
17040 5988 0 5988
17050 1061 0 1061
17060 3573 0 3573
17070 1962 0 1962
17080 6421 0 6421
17090 1954 0 1954
17100 4884 0 4884
17110 4530 0 4530
17120 1874 0 1874
17130 2839 0 2839
17140 1259 0 1259
17150 6560 0 6560
17160 5006 0 5006
17170 5273 0 5273
17180 1374 0 1374
17190 4720 0 4720
17200 1469 0 1469
17210 4472 0 4472
17220 2742 0 2742
17230 5269 0 5269
17240 4726 0 4726
17250 3677 0 3677
17260 1737 0 1737
17270 5412 0 5412
17280 5595 0 5595
17290 5484 0 5484
17300 6563 0 6563
17310 7480 0 7480
17320 3389 0 3389
17330 3446 0 3446
17340 3415 0 3415
17350 2621 0 2621
17360 4185 0 4185
17370 4107 0 4107
17380 5946 0 5946
17390 1377 0 1377
17400 6666 0 6666
17410 3961 0 3961
17420 4694 0 4694
17430 1645 0 1645
17440 5993 0 5993
17450 2160 0 2160
17460 1084 0 1084
17470 1698 0 1698
17480 2150 0 2150
17490 903 0 903
17500 1831 0 1831
17510 882 0 882
17520 1171 0 1171
17530 1682 0 1682
17540 2392 0 2392
17550 631 0 631
17560 1848 0 1848
17570 3017 0 3017
17580 4048 0 4048
17590 5427 0 5427
17600 6207 0 6207
17610 6188 0 6188
17620 6586 0 6586
17630 6250 0 6250
17640 6460 0 6460
17650 5845 0 5845
17660 5736 0 5736
17670 5905 0 5905
17680 5515 0 5515
17690 5950 0 5950
17700 6431 0 6431
17710 6690 0 6690
17720 6066 0 6066
17730 6600 0 6600
17740 5982 0 5982
17750 7271 0 7271
17760 8121 0 8121
17770 8291 0 8291
17780 7760 0 7760
17790 7088 0 7088
17800 7039 0 7039
17810 5715 0 5715
17820 1232 0 1232
17830 799 0 799
17840 2034 0 2034
17850 1189 0 1189
17860 1884 0 1884
17870 710 0 710
17880 767 0 767
17890 790 0 790
17900 779 0 779
17910 1082 0 1082
17920 673 0 673
17930 849 0 849
17940 1295 0 1295
17950 1010 0 1010
17960 747 0 747
17970 859 0 859
17980 2148 0 2148
17990 3309 0 3309
18000 4066 0 4066
18010 1895 0 1895
18020 751 0 751
18030 3574 0 3574
18040 5096 0 5096
18050 8108 0 8108
18060 4268 0 4268
18070 4638 0 4638
18080 4591 0 4591
18090 2700 0 2700
18100 2218 0 2218
18110 2224 0 2224
18120 2768 0 2768
18130 874 0 874
18140 822 0 822
18150 889 0 889
18160 5198 0 5198
18170 730 0 730
18180 993 0 993
18190 2718 0 2718
18200 2029 0 2029
18210 2993 0 2993
18220 3277 0 3277
18230 2729 0 2729
18240 3434 0 3434
18250 4326 0 4326
18260 3349 0 3349
18270 3745 0 3745
18280 657 0 657
18290 532 0 532
18300 688 0 688
18310 660 0 660
18320 629 0 629
18330 607 0 607
18340 784 0 784
18350 648 0 648
18360 651 0 651
18370 590 0 590
18380 1450 0 1450
18390 2374 0 2374
18400 1751 0 1751
18410 2765 0 2765
18420 5156 0 5156
18430 4988 0 4988
18440 4759 0 4759
18450 4462 0 4462
18460 3142 0 3142
18470 978 0 978
18480 3901 0 3901
18490 3644 0 3644
18500 3870 0 3870
18510 4218 0 4218
18520 4160 0 4160
18530 3657 0 3657
18540 3046 0 3046
18550 5933 0 5933
18560 4246 0 4246
18570 4824 0 4824
18580 6489 0 6489
18590 3030 0 3030
18600 6273 0 6273
18610 1416 0 1416
18620 677 0 677
18630 2503 0 2503
18640 5089 0 5089
18650 7161 0 7161
18660 7945 0 7945
18670 3344 0 3344
18680 3066 0 3066
18690 5029 0 5029
18700 3408 0 3408
18710 2319 0 2319
18720 1571 0 1571
18730 3318 0 3318
18740 1463 0 1463
18750 4238 0 4238
18760 4440 0 4440
18770 2417 0 2417
18780 2123 0 2123
18790 590 0 590
18800 4955 0 4955
18810 4994 0 4994
18820 2826 0 2826
18830 7580 0 7580
18840 3296 0 3296
18850 4159 0 4159
18860 5890 0 5890
18870 5665 0 5665
18880 4463 0 4463
18890 3681 0 3681
18900 4406 0 4406
18910 2289 0 2289
18920 5114 0 5114
18930 4724 0 4724
18940 4306 0 4306
18950 8335 0 8335
18960 4927 0 4927
18970 1201 0 1201
18980 869 0 869
18990 4009 0 4009
19000 545 0 545
19010 504 0 504
19020 528 0 528
19030 541 0 541
19040 3702 0 3702
19050 4248 0 4248
19060 3100 0 3100
19070 5766 0 5766
19080 1382 0 1382
19090 5095 0 5095
19100 6716 0 6716
19110 5316 0 5316
19120 9091 0 9091
19130 8305 0 8305
19140 7747 0 7747
19150 4006 0 4006
19160 5935 0 5935
19170 3393 0 3393
19180 6735 0 6735
19190 6725 0 6725
19200 11321 0 11321
19210 6137 0 6137
19220 6204 0 6204
19230 5041 0 5041
19240 5039 0 5039
19250 3922 0 3922
19260 9217 0 9217
19270 7983 0 7983
19280 5911 0 5911
19290 7891 0 7891
19300 3531 0 3531
19310 7038 0 7038
19320 5377 0 5377
19330 4126 0 4126
19340 3029 0 3029
19350 3403 0 3403
19360 6137 0 6137
19370 851 0 851
19380 2375 0 2375
19390 3879 0 3879
19400 3917 0 3917
19410 5271 0 5271
19420 1221 0 1221
19430 4974 0 4974
19440 3707 0 3707
19450 7876 0 7876
19460 1494 0 1494
19470 1702 0 1702
19480 2439 0 2439
19490 5363 0 5363
19500 788 0 788
19510 4908 0 4908
19520 3218 0 3218
19530 3273 0 3273
19540 2163 0 2163
19550 4393 0 4393
19560 7693 0 7693
19570 5357 0 5357
19580 5351 0 5351
19590 6077 0 6077
19600 7168 0 7168
19610 3710 0 3710
19620 4670 0 4670
19630 3039 0 3039
19640 5432 0 5432
19650 5325 0 5325
19660 3058 0 3058
19670 2778 0 2778
19680 967 0 967
19690 5663 0 5663
19700 6659 0 6659
19710 7252 0 7252
19720 5108 0 5108
19730 3030 0 3030
19740 2963 0 2963
19750 5181 0 5181
19760 604 0 604
19770 4301 0 4301
19780 5162 0 5162
19790 7458 0 7458
19800 4855 0 4855
19810 7073 0 7073
19820 9128 0 9128
19830 1291 0 1291
19840 3131 0 3131
19850 4870 0 4870
19860 3140 0 3140
19870 5521 0 5521
19880 3173 0 3173
19890 5946 0 5946
19900 7367 0 7367
19910 6300 0 6300
19920 3331 0 3331
19930 1423 0 1423
19940 7802 0 7802
19950 6292 0 6292
19960 5245 0 5245
19970 3472 0 3472
19980 2408 0 2408
19990 531 0 531
20000 4124 0 4124
20010 4230 0 4230
20020 7033 0 7033
20030 2989 0 2989
20040 7277 0 7277
20050 5100 0 5100
20060 5087 0 5087
20070 3274 0 3274
20080 5639 0 5639
20090 1056 0 1056
20100 8063 0 8063
20110 4717 0 4717
20120 7077 0 7077
20130 2968 0 2968
20140 4834 0 4834
20150 2329 0 2329
20160 1152 0 1152
20170 4975 0 4975
20180 4647 0 4647
20190 5452 0 5452
20200 4975 0 4975
20210 6475 0 6475
20220 7681 0 7681
20230 2722 0 2722
20240 1880 0 1880
20250 7278 0 7278
20260 4642 0 4642
20270 4081 0 4081
20280 5255 0 5255
20290 5938 0 5938
20300 3152 0 3152
20310 10107 0 10107
20320 2972 0 2972
20330 7485 0 7485
20340 6683 0 6683
20350 5868 0 5868
20360 6040 0 6040
20370 5599 0 5599
20380 6797 0 6797
20390 3818 0 3818
20400 4099 0 4099
20410 7180 0 7180
20420 6215 0 6215
20430 1341 0 1341
20440 3295 0 3295
20450 5647 0 5647
20460 5855 0 5855
20470 5125 0 5125
20480 3660 0 3660
20490 4291 0 4291
20500 3041 0 3041
20510 5687 0 5687
20520 5467 0 5467
20530 6730 0 6730
20540 2748 0 2748
20550 2941 0 2941
20560 447 0 447
20570 6195 0 6195
20580 3055 0 3055
20590 5212 0 5212
20600 2183 0 2183
20610 6961 0 6961
20620 5172 0 5172
20630 5691 0 5691
20640 794 0 794
20650 9043 0 9043
20660 4569 0 4569
20670 5374 0 5374
20680 3472 0 3472
20690 4313 0 4313
20700 1174 0 1174
20710 5321 0 5321
20720 3379 0 3379
20730 2883 0 2883
20740 6177 0 6177
20750 1548 0 1548
20760 2604 0 2604
20770 4411 0 4411
20780 6885 0 6885
20790 2064 0 2064
20800 4354 0 4354
20810 383 0 383
20820 4774 0 4774
20830 371 0 371
20840 3553 0 3553
20850 3067 0 3067
20860 4421 0 4421
20870 4536 0 4536
20880 2546 0 2546
20890 4988 0 4988
20900 312 0 312
20910 6521 0 6521
20920 376 0 376
20930 2808 0 2808
20940 3725 0 3725
20950 3561 0 3561
20960 6983 0 6983
20970 4382 0 4382
20980 7182 0 7182
20990 1425 0 1425
21000 1364 0 1364
21010 1090 0 1090
21020 5045 0 5045
21030 4266 0 4266
21040 3294 0 3294
21050 2404 0 2404
21060 5726 0 5726
21070 3739 0 3739
21080 751 0 751
21090 1209 0 1209
21100 1221 0 1221
21110 1155 0 1155
21120 3502 0 3502
21130 7713 0 7713
21140 2355 0 2355
21150 6063 0 6063
21160 2858 0 2858
21170 4355 0 4355
21180 1487 0 1487
21190 2863 0 2863
21200 587 0 587
21210 6879 0 6879
21220 3422 0 3422
21230 3454 0 3454
21240 6436 0 6436
21250 5456 0 5456
21260 4037 0 4037
21270 2813 0 2813
21280 2459 0 2459
21290 2175 0 2175
21300 3450 0 3450
21310 5849 0 5849
21320 3646 0 3646
21330 9584 0 9584
21340 4049 0 4049
21350 8176 0 8176
21360 5647 0 5647
21370 3871 0 3871
21380 2965 0 2965
21390 1161 0 1161
21400 1552 0 1552
21410 1075 0 1075
21420 3476 0 3476
21430 2873 0 2873
21440 6309 0 6309
21450 2861 0 2861
21460 9085 0 9085
21470 4798 0 4798
21480 6403 0 6403
21490 514 0 514
21500 3445 0 3445
21510 3645 0 3645
21520 3590 0 3590
21530 4670 0 4670
21540 8166 0 8166
21550 5599 0 5599
21560 651 0 651
21570 5166 0 5166
21580 4793 0 4793
21590 2680 0 2680
21600 5546 0 5546
21610 3911 0 3911
21620 4130 0 4130
21630 5757 0 5757
21640 5256 0 5256
21650 2589 0 2589
21660 5020 0 5020
21670 8512 0 8512
21680 4049 0 4049
21690 2755 0 2755
21700 857 0 857
21710 4239 0 4239
21720 3088 0 3088
21730 4508 0 4508
21740 4529 0 4529
21750 4239 0 4239
21760 7711 0 7711
21770 6617 0 6617
21780 2892 0 2892
21790 5548 0 5548
21800 4853 0 4853
21810 4404 0 4404
21820 4808 0 4808
21830 9538 0 9538
21840 4711 0 4711
21850 4296 0 4296
21860 369 0 369
21870 3740 0 3740
21880 3903 0 3903
21890 3250 0 3250
21900 5669 0 5669
21910 1594 0 1594
21920 4518 0 4518
21930 10834 0 10834
21940 4939 0 4939
21950 3931 0 3931
21960 3963 0 3963
21970 5167 0 5167
21980 1942 0 1942
21990 4554 0 4554
22000 4264 0 4264
22010 9242 0 9242
22020 3260 0 3260
22030 3991 0 3991
22040 2004 0 2004
22050 1837 0 1837
22060 6360 0 6360
22070 2592 0 2592
22080 2430 0 2430
22090 436 0 436
22100 2006 0 2006
22110 2379 0 2379
22120 6639 0 6639
22130 3514 0 3514
22140 10069 0 10069
22150 1243 0 1243
22160 2542 0 2542
22170 520 0 520
22180 7793 0 7793
22190 2954 0 2954
22200 4891 0 4891
22210 2572 0 2572
22220 5595 0 5595
22230 5062 0 5062
22240 10486 0 10486
22250 3122 0 3122
22260 5906 0 5906
22270 3777 0 3777
22280 2953 0 2953
22290 1781 0 1781
22300 7100 0 7100
22310 4013 0 4013
22320 9231 0 9231
22330 2342 0 2342
22340 6756 0 6756
22350 1660 0 1660
22360 5262 0 5262
22370 3292 0 3292
22380 3306 0 3306
22390 377 0 377
22400 4666 0 4666
22410 3018 0 3018
22420 2869 0 2869
22430 6699 0 6699
22440 2738 0 2738
22450 6539 0 6539
22460 2322 0 2322
22470 3667 0 3667
22480 4356 0 4356
22490 5888 0 5888
22500 1265 0 1265
22510 1371 0 1371
22520 1309 0 1309
22530 4347 0 4347
22540 3651 0 3651
22550 5947 0 5947
22560 3338 0 3338
22570 7168 0 7168
22580 651 0 651
22590 3624 0 3624
22600 3064 0 3064
22610 4672 0 4672
22620 7160 0 7160
22630 7039 0 7039
22640 2800 0 2800
22650 7034 0 7034
22660 3756 0 3756
22670 4829 0 4829
22680 1276 0 1276
22690 3901 0 3901
22700 3467 0 3467
22710 4244 0 4244
22720 1109 0 1109
22730 1678 0 1678
22740 6737 0 6737
22750 5106 0 5106
22760 8168 0 8168
22770 2871 0 2871
22780 7023 0 7023
22790 2179 0 2179
22800 6009 0 6009
22810 3941 0 3941
22820 10274 0 10274
22830 5793 0 5793
22840 3627 0 3627
22850 2779 0 2779
22860 5044 0 5044
22870 5273 0 5273
22880 6351 0 6351
22890 4753 0 4753
22900 5308 0 5308
22910 4645 0 4645
22920 5184 0 5184
22930 3456 0 3456
22940 4206 0 4206
22950 3189 0 3189
22960 7991 0 7991
22970 2801 0 2801
22980 6604 0 6604
22990 3471 0 3471
23000 7140 0 7140
23010 2760 0 2760
23020 3670 0 3670
23030 3260 0 3260
23040 4486 0 4486
23050 2717 0 2717
23060 7137 0 7137
23070 2498 0 2498
23080 4329 0 4329
23090 2888 0 2888
23100 4761 0 4761
23110 3560 0 3560
23120 9438 0 9438
23130 3232 0 3232
23140 4971 0 4971
23150 3690 0 3690
23160 5692 0 5692
23170 3866 0 3866
23180 5279 0 5279
23190 4705 0 4705
23200 5459 0 5459
23210 3338 0 3338
23220 6360 0 6360
23230 3061 0 3061
23240 3566 0 3566
23250 4688 0 4688
23260 6746 0 6746
23270 2838 0 2838
23280 8459 0 8459
23290 6954 0 6954
23300 6273 0 6273
23310 6173 0 6173
23320 5723 0 5723
23330 6569 0 6569
23340 6256 0 6256
23350 6665 0 6665
23360 6389 0 6389
23370 6477 0 6477
23380 6419 0 6419
23390 6179 0 6179
23400 6377 0 6377
23410 6323 0 6323
23420 6324 0 6324
23430 6308 0 6308
23440 6341 0 6341
23450 6483 0 6483
23460 6358 0 6358
23470 6493 0 6493
23480 6075 0 6075
23490 5925 0 5925
23500 6614 0 6614
23510 7881 0 7881
23520 7129 0 7129
23530 6939 0 6939
23540 8293 0 8293
23550 7276 0 7276
23560 7215 0 7215
23570 3370 0 3370
23580 1427 0 1427
23590 3468 0 3468
23600 3640 0 3640
23610 2803 0 2803
23620 6784 0 6784
23630 11338 0 11338
23640 9309 0 9309
23650 3328 0 3328
23660 6602 0 6602
23670 10944 0 10944
23680 3289 0 3289
23690 4237 0 4237
23700 2723 0 2723
23710 7426 0 7426
23720 3773 0 3773
23730 902 0 902
23740 3964 0 3964
23750 3126 0 3126
23760 10745 0 10745
23770 3149 0 3149
23780 4913 0 4913
23790 9060 0 9060
23800 2571 0 2571
23810 3110 0 3110
23820 925 0 925
23830 4025 0 4025
23840 2926 0 2926
23850 3320 0 3320
23860 6484 0 6484
23870 1770 0 1770
23880 2174 0 2174
23890 4247 0 4247
23900 924 0 924
23910 879 0 879
23920 2436 0 2436
23930 4262 0 4262
23940 2200 0 2200
23950 8493 0 8493
23960 11118 0 11118
23970 7053 0 7053
23980 2081 0 2081
23990 4737 0 4737
24000 2489 0 2489
24010 4534 0 4534
24020 4197 0 4197
24030 3479 0 3479
24040 2547 0 2547
24050 2059 0 2059
24060 3917 0 3917
24070 1727 0 1727
24080 3195 0 3195
24090 3380 0 3380
24100 6612 0 6612
24110 6922 0 6922
24120 4908 0 4908
24130 4077 0 4077
24140 2836 0 2836
24150 368 0 368
24160 1357 0 1357
24170 1119 0 1119
24180 2474 0 2474
24190 2168 0 2168
24200 2912 0 2912
24210 3697 0 3697
24220 1224 0 1224
24230 853 0 853
24240 297 0 297
24250 1671 0 1671
24260 1282 0 1282
24270 2859 0 2859
24280 3009 0 3009
24290 5310 0 5310
24300 2435 0 2435
24310 3540 0 3540
24320 3103 0 3103
24330 1345 0 1345
24340 2896 0 2896
24350 1202 0 1202
24360 3600 0 3600
24370 241 0 241
24380 3169 0 3169
24390 2150 0 2150
24400 3008 0 3008
24410 3738 0 3738
24420 4691 0 4691
24430 5505 0 5505
24440 5620 0 5620
24450 5743 0 5743
24460 5729 0 5729
24470 5416 0 5416
24480 5931 0 5931
24490 6531 0 6531
24500 6442 0 6442
24510 6554 0 6554
24520 6703 0 6703
24530 6832 0 6832
24540 6597 0 6597
24550 5655 0 5655
24560 5750 0 5750
24570 5082 0 5082
24580 6987 0 6987
24590 7242 0 7242
24600 7832 0 7832
24610 7618 0 7618
24620 7582 0 7582
24630 7020 0 7020
24640 6952 0 6952
24650 7218 0 7218
24660 8428 0 8428
24670 8131 0 8131
24680 7255 0 7255
24690 7916 0 7916
24700 7441 0 7441
24710 9630 0 9630
24720 11001 0 11001
24730 11204 0 11204
24740 11379 0 11379
24750 4533 0 4533
24760 4860 0 4860
24770 2879 0 2879
24780 4465 0 4465
24790 1307 0 1307
24800 1743 0 1743
24810 428 0 428
24820 3151 0 3151
24830 2647 0 2647
24840 1805 0 1805
24850 2856 0 2856
24860 972 0 972
24870 2880 0 2880
24880 1986 0 1986
24890 1984 0 1984
24900 1387 0 1387
24910 2217 0 2217
24920 2568 0 2568
24930 1639 0 1639
24940 5728 0 5728
24950 5942 0 5942
24960 1261 0 1261
24970 1704 0 1704
24980 1780 0 1780
24990 647 0 647
25000 2200 0 2200
25010 932 0 932
25020 232 0 232
25030 3189 0 3189
25040 1102 0 1102
25050 3758 0 3758
25060 2452 0 2452
25070 4759 0 4759
25080 1431 0 1431
25090 686 0 686
25100 241 0 241
25110 2404 0 2404
25120 1551 0 1551
25130 2685 0 2685
25140 652 0 652
25150 3385 0 3385
25160 2949 0 2949
25170 2744 0 2744
25180 606 0 606
25190 2794 0 2794
25200 4381 0 4381
25210 3900 0 3900
25220 1644 0 1644
25230 300 0 300
25240 2441 0 2441
25250 2629 0 2629
25260 3929 0 3929
25270 306 0 306
25280 3886 0 3886
25290 239 0 239
25300 944 0 944
25310 240 0 240
25320 2467 0 2467
25330 2232 0 2232
25340 416 0 416
25350 1909 0 1909
25360 2343 0 2343
25370 236 0 236
25380 703 0 703
25390 665 0 665
25400 1290 0 1290
25410 1387 0 1387
25420 1048 0 1048
25430 3038 0 3038
25440 469 0 469
25450 1799 0 1799
25460 308 0 308
25470 1225 0 1225
25480 1735 0 1735
25490 4701 0 4701
25500 4325 0 4325
25510 6413 0 6413
25520 1098 0 1098
25530 2355 0 2355
25540 2299 0 2299
25550 1957 0 1957
25560 375 0 375
25570 4391 0 4391
25580 2031 0 2031
25590 1911 0 1911
25600 2077 0 2077
25610 7464 0 7464
25620 6335 0 6335
25630 6753 0 6753
25640 6744 0 6744
25650 4145 0 4145
25660 1628 0 1628
25670 1155 0 1155
25680 954 0 954
25690 3533 0 3533
25700 8577 0 8577
25710 1362 0 1362
25720 2171 0 2171
25730 346 0 346
25740 1933 0 1933
25750 1044 0 1044
25760 2639 0 2639
25770 4141 0 4141
25780 2732 0 2732
25790 5498 0 5498
25800 5725 0 5725
25810 5955 0 5955
25820 5991 0 5991
25830 6180 0 6180
25840 6347 0 6347
25850 6676 0 6676
25860 6274 0 6274
25870 6742 0 6742
25880 6470 0 6470
25890 6466 0 6466
25900 6435 0 6435
25910 6639 0 6639
25920 5777 0 5777
25930 5723 0 5723
25940 5534 0 5534
25950 7875 0 7875
25960 7579 0 7579
25970 7057 0 7057
25980 6911 0 6911
25990 8145 0 8145
26000 7717 0 7717
26010 8020 0 8020
26020 11341 0 11341
26030 11092 0 11092
26040 8149 0 8149
26050 2812 0 2812
26060 8409 0 8409
26070 3086 0 3086
26080 5512 0 5512
26090 3103 0 3103
26100 4359 0 4359
26110 315 0 315
26120 3453 0 3453
26130 2216 0 2216
26140 2100 0 2100
26150 2449 0 2449
26160 1623 0 1623
26170 3015 0 3015
26180 1090 0 1090
26190 3797 0 3797
26200 1096 0 1096
26210 1900 0 1900
26220 249 0 249
26230 3589 0 3589
26240 2190 0 2190
26250 2217 0 2217
26260 6603 0 6603
26270 2866 0 2866
26280 1890 0 1890
26290 4229 0 4229
26300 1522 0 1522
26310 2105 0 2105
26320 1396 0 1396
26330 2059 0 2059
26340 3361 0 3361
26350 3511 0 3511
26360 6895 0 6895
26370 1723 0 1723
26380 1959 0 1959
26390 2712 0 2712
26400 4868 0 4868
26410 296 0 296
26420 3577 0 3577
26430 3426 0 3426
26440 6947 0 6947
26450 4854 0 4854
26460 11102 0 11102
26470 2710 0 2710
26480 4644 0 4644
26490 6048 0 6048
26500 5391 0 5391
26510 5787 0 5787
26520 5676 0 5676
26530 3226 0 3226
26540 4644 0 4644
26550 6307 0 6307
26560 8835 0 8835
26570 4346 0 4346
26580 7999 0 7999
26590 4641 0 4641
26600 4025 0 4025
26610 7126 0 7126
26620 4377 0 4377
26630 5085 0 5085
26640 7771 0 7771
26650 2713 0 2713
26660 3671 0 3671
26670 576 0 576
26680 3048 0 3048
26690 828 0 828
26700 3818 0 3818
26710 7718 0 7718
26720 7250 0 7250
26730 3226 0 3226
26740 8353 0 8353
26750 2752 0 2752
26760 5904 0 5904
26770 3511 0 3511
26780 6882 0 6882
26790 1403 0 1403
26800 4859 0 4859
26810 2105 0 2105
26820 10470 0 10470
26830 2856 0 2856
26840 6589 0 6589
26850 2771 0 2771
26860 6493 0 6493
26870 2769 0 2769
26880 3775 0 3775
26890 3507 0 3507
26900 5040 0 5040
26910 365 0 365
26920 4834 0 4834
26930 4742 0 4742
26940 8805 0 8805
26950 2744 0 2744
26960 8021 0 8021
26970 9143 0 9143
26980 634 0 634
26990 4045 0 4045
27000 990 0 990
27010 2502 0 2502
27020 5035 0 5035
27030 2786 0 2786
27040 7602 0 7602
27050 7261 0 7261
27060 706 0 706
27070 3423 0 3423
27080 4482 0 4482
27090 383 0 383
27100 4884 0 4884
27110 3829 0 3829
27120 6806 0 6806
27130 3258 0 3258
27140 5818 0 5818
27150 1286 0 1286
27160 1433 0 1433
27170 296 0 296
27180 6059 0 6059
27190 4008 0 4008
27200 2362 0 2362
27210 11274 0 11274
27220 4087 0 4087
27230 2507 0 2507
27240 2854 0 2854
27250 5932 0 5932
27260 2996 0 2996
27270 5194 0 5194
27280 1752 0 1752
27290 1024 0 1024
27300 3605 0 3605
27310 1746 0 1746
27320 1089 0 1089
27330 1164 0 1164
27340 3673 0 3673
27350 2738 0 2738
27360 6565 0 6565
27370 2320 0 2320
27380 6084 0 6084
27390 4242 0 4242
27400 11713 0 11713
27410 10661 0 10661
27420 2714 0 2714
27430 4584 0 4584
27440 3905 0 3905
27450 4508 0 4508
27460 1113 0 1113
27470 6882 0 6882
27480 2784 0 2784
27490 8444 0 8444
27500 4604 0 4604
27510 8535 0 8535
27520 2310 0 2310
27530 4791 0 4791
27540 3808 0 3808
27550 6407 0 6407
27560 2897 0 2897
27570 700 0 700
27580 1994 0 1994
27590 3855 0 3855
27600 4245 0 4245
27610 518 0 518
27620 4772 0 4772
27630 3043 0 3043
27640 8849 0 8849
27650 5589 0 5589
27660 5871 0 5871
27670 5349 0 5349
27680 6941 0 6941
27690 7375 0 7375
27700 2819 0 2819
27710 4473 0 4473
27720 5882 0 5882
27730 3360 0 3360
27740 7062 0 7062
27750 3403 0 3403
27760 9022 0 9022
27770 3061 0 3061
27780 7201 0 7201
27790 7749 0 7749
27800 4658 0 4658
27810 9527 0 9527
27820 5542 0 5542
27830 9751 0 9751
27840 8383 0 8383
27850 7966 0 7966
27860 10226 0 10226
27870 3440 127 3567
27880 5461 0 5461
27890 3487 0 3487
27900 11073 0 11073
